"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"MOTEJ515",275,0.108410406976744,0.106782740938613,0.0165437592103328,576,0.0983855009878646,0.576,999
"MOTEJ715",218,0.0930591478076379,0.118497412837165,0.0312020583926892,212,-0.815275220287637,0.212,999
"MOTEJ915",258,0.0986518866571019,0.110768359737068,0.0241732006389585,346,-0.50123578010763,0.346,999
"MOTEK515",168,0.0893550475519549,0.132793241356891,0.0217955105841628,9,-1.99298812648596,0.009,999
"MOTEK715",164,0.0601307412587413,0.133257243103243,0.0294527202760236,1,-2.48284372917606,0.001,999
"MOTEK915",248,0.0771025097483162,0.110454950299466,0.0195228239195078,19,-1.70838197837883,0.019,999
"MOTEP514",268,0.133706243158718,0.108698264225915,0.0259268859468724,856,0.964557756147333,0.856,999
"MOTEP515",248,0.121143273056058,0.113037500133044,0.0182995193643443,709,0.442950044841461,0.709,999
"MOTEP714",290,0.0881001967095851,0.105148700542459,0.0154718221434474,121,-1.10190665810457,0.121,999
"MOTEP715",249,0.103837811280596,0.111692936228176,0.0187113523980789,378,-0.419805302175066,0.378,999
"MOTEP914",284,0.073604474624732,0.106677728282249,0.0166647945657231,3,-1.98461814378102,0.003,999
"MOTEP915",296,0.0784845194712397,0.1027897745298,0.016327814520893,25,-1.48857981130658,0.025,999
