"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"MDPEF915",256,0.0726726237095052,0.110293066045754,0.0174114138602272,3,-2.1606770500232,0.003,999
"MDPEJ515",256,0.104465068850019,0.110317237028618,0.0175160729155009,409,-0.334102752759171,0.409,999
"MDPEJ715",270,0.0946191753691034,0.10738354590096,0.0257252621544615,352,-0.496180387014766,0.352,999
"MDPEJ915",245,0.0892553837719298,0.114320366199533,0.0276622503143069,155,-0.90610785972967,0.155,999
"MDPEK515",154,0.0623846579689704,0.139006021553994,0.0255836793700848,1,-2.99493135747385,0.001,999
"MDPEK715",197,0.063397609380469,0.123120018674607,0.0250944712323752,1,-2.37990307670196,0.001,999
"MDPEK915",244,0.0667345566937478,0.112131435918433,0.0196018557015874,1,-2.31594803654275,0.001,999
"MDPEP514",278,0.115623894363421,0.106481101606139,0.0213612201748838,735,0.428008919080016,0.735,999
"MDPEP515",267,0.0992710436079015,0.108316661290437,0.0161358229020062,307,-0.560592275799629,0.307,999
"MDPEP714",282,0.0768385234179478,0.106308870676182,0.020116426877793,12,-1.46498915723285,0.012,999
"MDPEP715",305,0.0840300722021661,0.10188439016634,0.0154766564864134,108,-1.15362888488528,0.108,999
"MDPEP914",300,0.0734351831896552,0.103497931372464,0.0139783971103172,5,-2.15065775750643,0.005,999
"MDPEP915",299,0.0841448300795372,0.104216694337143,0.0160119363095787,80,-1.25355633881693,0.08,999
"MINEF514",224,0.0656381042845594,0.11794291799884,0.0196133970203181,1,-2.66679013635914,0.001,999
"MINEF515",202,0.0611535110777319,0.121992963549355,0.020080781863168,1,-3.02973524069868,0.001,999
"MINEF714",231,0.0686381921708185,0.115195736316388,0.018273248168994,1,-2.54785267047201,0.001,999
"MINEF715",238,0.0502704699453552,0.114715804817568,0.0207861814347576,1,-3.10039316622391,0.001,999
"MINEF914",222,0.0545644002943341,0.11742865181959,0.0191394543585722,1,-3.28453728865578,0.001,999
"MINEF915",244,0.0613456090336912,0.112508413181786,0.0191243854432905,1,-2.67526526799032,0.001,999
"MINEJ515",318,0.0715025393621316,0.100469259707831,0.0118196297597371,1,-2.45072992424623,0.001,999
"MINEJ715",281,0.06997846692607,0.106122146609645,0.0166998904938121,1,-2.16430638853393,0.001,999
"MINEJ915",289,0.0664226635514019,0.105341221314773,0.0148790148722924,1,-2.61566764314785,0.001,999
"MINEK515",220,0.0683270945945946,0.11769438446705,0.0204286124363231,1,-2.41657577215952,0.001,999
"MINEK715",192,0.0509315526122149,0.124702486216901,0.0274828679385236,1,-2.68425164978068,0.001,999
"MINEK915",244,0.0640715484589677,0.113344407448667,0.0172429573714048,1,-2.85756427556978,0.001,999
"MINEP514",225,0.104662870813397,0.117336928703388,0.0202200860072736,284,-0.626805340265705,0.284,999
"MINEP515",284,0.075391664730933,0.104770222731442,0.0139222666058855,6,-2.11018498870649,0.006,999
"MINEP714",328,0.0714224564586357,0.0997743379046681,0.0124360834442827,2,-2.27980791324352,0.002,999
"MINEP715",314,0.0610716400467472,0.100323071380691,0.0139813445358504,1,-2.80741463979354,0.001,999
"MINEP914",335,0.0648307534775889,0.0986499243563502,0.0133411996091051,1,-2.53494227428247,0.001,999
"MINEP915",302,0.0700195831739962,0.103517099083787,0.0139351721924695,1,-2.40381069190469,0.001,999
"MOTEF514",199,0.077293128410331,0.123817786167397,0.0196803024112274,1,-2.36402148630217,0.001,999
"MOTEF515",152,0.0667959361702128,0.13815545065278,0.02289879200683,1,-3.11630039092382,0.001,999
"MOTEF714",231,0.0758745708304257,0.116580222424099,0.020381121497225,3,-1.99722334216081,0.003,999
"MOTEF715",197,0.0641620168067227,0.123717660854131,0.0254776141755578,1,-2.33756754604377,0.001,999
"MOTEF914",262,0.0643952596491228,0.109112679131763,0.0159062208510207,1,-2.81131639636268,0.001,999
"MOTEF915",254,0.072740049522462,0.111762495300394,0.0187732865209887,1,-2.07861557614351,0.001,999
"MOTEJ515",275,0.108410406976744,0.10722558610209,0.017155466828801,577,0.0690637501431703,0.577,999
"MOTEJ715",218,0.0930591478076379,0.118224398514498,0.0282407348625635,177,-0.891097587556732,0.177,999
"MOTEJ915",258,0.0986518866571019,0.109704232331327,0.0232129723352329,368,-0.476127982001245,0.368,999
"MOTEK515",168,0.0893550475519549,0.132795078005092,0.0207572381428396,9,-2.09276543219321,0.009,999
"MOTEK715",164,0.0601307412587413,0.134235927035427,0.0303627386655843,1,-2.44066210867477,0.001,999
"MOTEK915",248,0.0771025097483162,0.111498772682644,0.0194247057847646,14,-1.77074820671444,0.014,999
"MOTEP514",268,0.133706243158718,0.108604826088794,0.0265637456716157,846,0.944950210720681,0.846,999
"MOTEP515",248,0.121143273056058,0.111961638122752,0.0181312330516515,731,0.506398815080564,0.731,999
"MOTEP714",290,0.0881001967095851,0.1051090524251,0.0150140290232057,107,-1.13286418250733,0.107,999
"MOTEP715",249,0.103837811280596,0.111365708070611,0.0182220805419796,381,-0.413119499316882,0.381,999
"MOTEP914",284,0.073604474624732,0.105063679759101,0.0162668701288586,2,-1.93394333914049,0.002,999
"MOTEP915",296,0.0784845194712397,0.103724098968565,0.0184492556244812,33,-1.36805408364734,0.033,999
