"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"MINEJ515",318,0.0715025393621316,0.100377384449447,0.012235650900255,4,-2.35989448560632,0.004,999
"MINEJ715",281,0.06997846692607,0.105618407863116,0.0159828337708098,3,-2.22988873238091,0.003,999
"MINEJ915",289,0.0664226635514019,0.103946418688938,0.0142033676684753,1,-2.64189141711941,0.001,999
"MINEK515",220,0.0683270945945946,0.118278619321273,0.0202959409418418,1,-2.4611583601773,0.001,999
"MINEK715",192,0.0509315526122149,0.124266757574351,0.0265223974995878,1,-2.76502925360636,0.001,999
"MINEK915",244,0.0640715484589677,0.113554355774267,0.0162573777767122,1,-3.04371393683061,0.001,999
"MINEP514",225,0.104662870813397,0.116713286931995,0.0204874357636201,299,-0.588185669384554,0.299,999
"MINEP515",284,0.075391664730933,0.106171071226085,0.0143592106852997,4,-2.14353053031406,0.004,999
"MINEP714",328,0.0714224564586357,0.0989616085642972,0.0118317391768456,3,-2.32756585435513,0.003,999
"MINEP715",314,0.0610716400467472,0.10132261278419,0.0142624099809922,1,-2.82217190440371,0.001,999
"MINEP914",335,0.0648307534775889,0.0993404842864503,0.0143457543683712,2,-2.40557100886565,0.002,999
"MINEP915",302,0.0700195831739962,0.103092915848927,0.0141977522412066,1,-2.32947667440917,0.001,999
"MOTEF514",199,0.077293128410331,0.123791848898735,0.0214442518307494,1,-2.1683535921607,0.001,999
"MOTEF515",152,0.0667959361702128,0.13910337128618,0.0229328547442774,1,-3.15300628387795,0.001,999
"MOTEF714",231,0.0758745708304257,0.115575705929237,0.0208933610964251,4,-1.90017943573494,0.004,999
"MOTEF715",197,0.0641620168067227,0.123600546674125,0.025840516431904,1,-2.3002067324791,0.001,999
"MOTEF914",262,0.0643952596491228,0.110410138945964,0.0156093192931653,1,-2.94791069569502,0.001,999
"MOTEF915",254,0.072740049522462,0.112026198448183,0.018534478381479,2,-2.11962527982328,0.002,999
"MOTEJ515",275,0.108410406976744,0.106858888070483,0.0164929957645127,588,0.0940713820832533,0.588,999
"MOTEJ715",218,0.0930591478076379,0.119683177972881,0.0305276099441782,181,-0.872129531723148,0.181,999
"MOTEJ915",258,0.0986518866571019,0.110213875345934,0.0239708879505411,371,-0.482334601567036,0.371,999
"MOTEK515",168,0.0893550475519549,0.132547443043607,0.0211373114457356,6,-2.04341955231805,0.006,999
"MOTEK715",164,0.0601307412587413,0.133752805039305,0.029598878421422,1,-2.48732613217129,0.001,999
"MOTEK915",248,0.0771025097483162,0.111797631985051,0.0209564259410289,16,-1.65558394042795,0.016,999
"MOTEP514",268,0.133706243158718,0.109278736476899,0.0274822451382631,841,0.888846837619126,0.841,999
"MOTEP515",248,0.121143273056058,0.112107774490585,0.0179249505837623,739,0.504073834025424,0.739,999
"MOTEP714",290,0.0881001967095851,0.104732974279716,0.0144704395532362,106,-1.14943139833034,0.106,999
"MOTEP715",249,0.103837811280596,0.113175094818124,0.0191458262747766,340,-0.487692899931384,0.34,999
"MOTEP914",284,0.073604474624732,0.105498851099133,0.0169745459352171,7,-1.87895314526383,0.007,999
"MOTEP915",296,0.0784845194712397,0.104066259142315,0.0178945001442256,18,-1.42958671462696,0.018,999
