"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"MDPEP914",300,0.62488057212932,0.62589239026228,0.00500397471702444,437,-0.202202886740764,0.437,999
"MDPEP915",299,0.638749928396669,0.636886980197858,0.00503771289699207,644,0.369800390951782,0.644,999
"MINEF514",224,0.619506209561179,0.622432378433045,0.00668481534867028,338,-0.437733687355891,0.338,999
"MINEF515",202,0.621650953155017,0.624413702289058,0.00739715849894016,357,-0.373487891929991,0.357,999
"MINEF714",231,0.6145826734425,0.618077331398781,0.00608042066052625,296,-0.574739504285986,0.296,999
"MINEF715",238,0.628174081835266,0.628790727095922,0.00586257337054998,445,-0.105183376254844,0.445,999
"MINEF914",222,0.611544525702173,0.615767268335965,0.00609904071789895,238,-0.692361771155144,0.238,999
"MINEF915",244,0.629435287391216,0.630059574949705,0.00612948465662613,444,-0.10184992596627,0.444,999
"MINEJ515",318,0.609643745808781,0.614277553637998,0.00544604365084509,199,-0.850857636533596,0.199,999
"MINEJ715",281,0.615110414844942,0.618628132171317,0.00572662002906112,285,-0.614274617230429,0.285,999
"MINEJ915",289,0.616470862168397,0.619598908595735,0.00545307522937924,281,-0.573629795254931,0.281,999
"MINEK515",220,0.618940832295558,0.621591904232169,0.00682642198691436,356,-0.388354535024733,0.356,999
"MINEK715",192,0.629810311954625,0.630118339532268,0.00662856995562863,471,-0.0464696879877495,0.471,999
"MINEK915",244,0.626275506645079,0.627086644098055,0.0055719937011736,456,-0.145574007523604,0.456,999
"MINEP514",225,0.615453692063492,0.621027614381842,0.00748505700263135,218,-0.744673329326777,0.218,999
"MINEP515",284,0.612300236649579,0.616898471086176,0.00587866039119638,220,-0.782190861626006,0.22,999
"MINEP714",328,0.618698196091594,0.620787079338979,0.00489042406469647,332,-0.427137446518187,0.332,999
"MINEP715",314,0.620377408681142,0.622550795002691,0.00484735955777554,341,-0.448364990392027,0.341,999
"MINEP914",335,0.611567012959156,0.615280926053232,0.00492652649879341,233,-0.753860370990601,0.233,999
"MINEP915",302,0.623902580141251,0.625071602637158,0.0051639153054069,434,-0.226382972370376,0.434,999
"MOTEF514",199,0.656963226232171,0.65187170094413,0.00656545740267413,794,0.775501991067287,0.794,999
"MOTEF515",152,0.643192842453817,0.641086802510946,0.0078152718260906,611,0.269477503756159,0.611,999
"MOTEF714",231,0.604536967438359,0.610814688814921,0.00617737361040843,152,-1.01624440619627,0.152,999
"MOTEF715",197,0.64188581477261,0.640150944589052,0.00660762969808443,604,0.262555600544718,0.604,999
"MOTEF914",262,0.623631415869673,0.624896196268803,0.0058414428507307,420,-0.216518492339789,0.42,999
"MOTEF915",254,0.651523620179889,0.647371751614364,0.00595293820073052,765,0.69744862545614,0.765,999
"MOTEJ515",275,0.645981503384207,0.643146524785701,0.00564696318080058,690,0.502035963001205,0.69,999
"MOTEJ715",218,0.657359350610916,0.651782565169067,0.00635264175971592,812,0.877868712385636,0.812,999
"MOTEJ915",258,0.649027700962206,0.645291847538426,0.00583319919519318,752,0.640446742648163,0.752,999
"MOTEK515",168,0.655283410322213,0.651295594427476,0.00724167780496615,698,0.55067568623425,0.698,999
"MOTEK715",164,0.630655988328595,0.632049013853746,0.00729808984987409,422,-0.190875359690881,0.422,999
"MOTEK915",248,0.646959418505942,0.64371592601711,0.00588187660024,704,0.551438377455879,0.704,999
"MOTEP514",268,0.645076977751691,0.64201662813045,0.00642242424097797,690,0.476510038330118,0.69,999
"MOTEP515",248,0.643814341452266,0.641338511694403,0.00671630875743658,635,0.368629532571969,0.635,999
"MOTEP714",290,0.622947496002864,0.624411112003544,0.00561153946678497,387,-0.260822544213326,0.387,999
"MOTEP715",249,0.647950804508356,0.644372319742336,0.00606341782143044,711,0.590176179740136,0.711,999
"MOTEP914",284,0.6327662093764,0.632731316420686,0.0052419265869539,520,0.00665651361862774,0.52,999
"MOTEP915",296,0.633970772331654,0.632858027940217,0.00504073325487547,584,0.220750501003094,0.584,999
